timestamp,value
2025-03-15T02:14:51Z,76.4
2025-03-15T02:15:51Z,50.0
2025-03-15T02:16:51Z,78.9
2025-03-15T02:17:51Z,81.9
2025-03-15T02:18:51Z,50.0
2025-03-15T02:19:51Z,83.9
2025-03-15T02:34:50Z,50.0
2025-03-15T02:35:50Z,89.7
2025-03-15T02:36:50Z,50.0
2025-03-15T02:37:50Z,89.7
2025-03-15T02:38:50Z,90.1
2025-03-15T02:39:50Z,50.0
2025-03-15T02:40:50Z,89.8
2025-03-15T02:41:50Z,50.0
2025-03-15T02:42:50Z,50.0
2025-03-15T02:43:50Z,89.9
2025-03-15T02:44:50Z,90.8
2025-03-15T02:45:50Z,50.0
2025-03-15T02:46:50Z,88.8
2025-03-15T02:47:50Z,88.9
2025-03-15T02:48:50Z,88.9
2025-03-15T02:49:50Z,88.7
2025-03-15T02:50:50Z,90.1
2025-03-15T02:51:50Z,90.0
2025-03-15T02:52:50Z,89.9
2025-03-15T02:53:50Z,90.0
2025-03-15T02:54:50Z,50.0
2025-03-15T02:55:50Z,50.0
2025-03-15T02:56:50Z,89.4
2025-03-15T02:57:50Z,89.5
2025-03-15T02:58:50Z,89.6
2025-03-15T02:59:50Z,50.0
2025-03-15T11:32:50Z,92.3
2025-03-15T11:33:50Z,50.0
2025-03-15T11:34:50Z,50.0
2025-03-15T11:35:50Z,50.0
2025-03-15T11:36:50Z,50.0
2025-03-15T11:37:50Z,50.0
2025-03-15T11:38:50Z,91.9
2025-03-15T11:39:50Z,50.0
2025-03-15T11:40:50Z,50.0
2025-03-15T21:37:19Z,93.5
2025-03-15T21:38:19Z,50.0
2025-03-15T21:39:19Z,93.8
2025-03-15T21:40:19Z,50.0
2025-03-15T21:41:19Z,94.1
2025-03-15T21:42:19Z,94.2
2025-03-15T21:43:19Z,50.0
2025-03-15T21:56:19Z,95.2
2025-03-15T21:57:19Z,94.8
2025-03-15T21:58:19Z,94.5
2025-03-15T21:59:19Z,50.0
2025-03-15T22:00:19Z,93.3
2025-03-15T22:01:19Z,92.9
2025-03-15T22:02:19Z,92.6
2025-03-15T22:03:19Z,92.1
2025-03-15T22:04:19Z,50.0
2025-03-15T22:05:19Z,92.2
2025-03-15T22:06:19Z,92.1
2025-03-15T22:07:19Z,92.0
2025-03-15T22:08:19Z,50.0
2025-03-15T22:09:19Z,92.3
2025-03-15T22:10:19Z,92.5
2025-03-15T22:11:19Z,50.0
2025-03-15T22:12:19Z,92.6
2025-03-15T22:13:19Z,92.3
2025-03-15T22:14:19Z,91.5
2025-03-15T22:15:19Z,91.3
2025-03-15T22:16:19Z,91.6
2025-03-15T22:17:19Z,50.0
2025-03-15T22:18:19Z,91.8
2025-03-15T22:19:19Z,92.1
2025-03-15T22:20:19Z,91.9
2025-03-15T22:21:19Z,50.0
2025-03-15T22:22:19Z,92.3
2025-03-15T22:23:19Z,50.0
2025-03-15T22:24:19Z,50.0
2025-03-15T22:25:19Z,92.5
2025-03-15T22:26:19Z,92.5
2025-03-15T22:27:19Z,92.5
2025-03-15T22:28:19Z,92.7
2025-03-15T22:29:19Z,93.3
2025-03-15T22:30:19Z,93.3
2025-03-15T22:31:19Z,93.1
2025-03-15T22:32:19Z,50.0
2025-03-15T22:33:19Z,92.7
2025-03-15T22:34:19Z,92.4
2025-03-15T22:35:19Z,92.2
2025-03-15T22:36:19Z,92.1
2025-03-15T22:37:19Z,92.4
2025-03-15T22:38:19Z,92.8
2025-03-15T22:39:19Z,50.0
2025-03-15T22:40:19Z,92.5
2025-03-15T22:41:19Z,92.4
2025-03-15T22:42:19Z,92.2
2025-03-15T22:43:19Z,92.3
2025-03-15T22:44:19Z,92.4
2025-03-15T22:45:19Z,92.3
2025-03-15T22:46:19Z,92.3
2025-03-15T22:47:19Z,92.5
2025-03-15T22:48:19Z,92.5
2025-03-15T22:49:19Z,93.0
2025-03-15T22:50:19Z,50.0
2025-03-15T22:51:19Z,50.0
2025-03-15T22:52:19Z,50.0
2025-03-15T22:53:19Z,50.0
2025-03-15T22:54:19Z,50.0
2025-03-15T22:55:19Z,50.0
2025-03-15T22:56:19Z,50.0
2025-03-15T22:57:19Z,50.0
2025-03-15T22:58:19Z,50.0
2025-03-15T22:59:19Z,50.0
2025-03-15T23:00:19Z,50.0
