timestamp,value
2024-01-25T05:20:10Z,90.4
2024-01-25T05:21:10Z,90.5
2024-01-25T05:22:10Z,90.5
2024-01-25T05:23:10Z,90.0
2024-01-25T05:24:10Z,89.7
2024-01-25T05:25:10Z,89.0
2024-01-25T05:26:10Z,89.1
2024-01-25T05:27:10Z,88.4
2024-01-25T05:28:10Z,89.2
2024-01-25T05:29:10Z,89.0
2024-01-25T05:30:10Z,88.6
2024-01-25T05:31:10Z,50.0
2024-01-25T05:32:10Z,89.1
2024-01-25T05:33:10Z,88.8
2024-01-25T05:34:10Z,88.7
2024-01-25T05:35:10Z,88.3
2024-01-25T05:36:10Z,88.6
2024-01-25T05:37:10Z,88.5
2024-01-25T05:38:10Z,88.5
2024-01-25T05:39:10Z,87.7
2024-01-25T05:40:10Z,87.6
2024-01-25T05:41:10Z,87.7
2024-01-25T05:42:10Z,88.0
2024-01-25T05:43:10Z,87.6
2024-01-25T05:44:10Z,87.6
2024-01-25T05:45:10Z,88.0
2024-01-25T05:46:10Z,87.5
2024-01-25T05:47:10Z,87.5
2024-01-25T05:48:10Z,87.8
2024-01-25T05:49:10Z,87.8
2024-01-25T05:50:10Z,87.6
2024-01-25T05:51:10Z,87.1
2024-01-25T05:52:10Z,87.4
2024-01-25T05:53:10Z,50.0
2024-01-25T05:54:10Z,87.5
2024-01-25T05:55:10Z,86.7
2024-01-25T05:56:10Z,86.6
2024-01-25T05:57:10Z,85.8
2024-01-25T05:58:10Z,86.6
2024-01-25T05:59:10Z,50.0
2024-01-25T06:00:10Z,87.4
2024-01-25T06:01:10Z,87.4
2024-01-25T06:02:10Z,50.0
2024-01-25T06:03:10Z,50.0
2024-01-25T06:04:10Z,87.1
2024-01-25T06:05:10Z,87.0
2024-01-25T06:06:10Z,87.1
2024-01-25T06:07:10Z,87.0
2024-01-25T06:08:10Z,86.9
2024-01-25T06:09:10Z,86.8
2024-01-25T06:10:10Z,50.0
2024-01-25T06:11:10Z,86.5
2024-01-25T06:12:10Z,86.3
2024-01-25T06:13:10Z,86.1
2024-01-25T06:14:10Z,86.0
2024-01-25T06:15:10Z,86.0
2024-01-25T06:16:10Z,86.2
2024-01-25T06:17:10Z,86.2
2024-01-25T06:18:10Z,86.1
2024-01-25T06:19:10Z,85.9
2024-01-25T06:20:10Z,85.8
2024-01-25T06:21:10Z,86.0
2024-01-25T06:22:10Z,85.8
2024-01-25T06:23:10Z,85.9
2024-01-25T06:24:10Z,85.7
2024-01-25T06:25:10Z,50.0
2024-01-25T06:26:10Z,85.9
2024-01-25T06:27:10Z,85.5
2024-01-25T06:28:10Z,85.1
2024-01-25T06:29:10Z,84.7
2024-01-25T06:30:10Z,85.0
2024-01-25T06:31:10Z,85.7
2024-01-25T06:32:10Z,86.0
2024-01-25T06:33:10Z,85.9
2024-01-25T06:34:10Z,50.0
2024-01-25T06:35:10Z,50.0
2024-01-25T06:36:10Z,50.0
2024-01-25T06:37:10Z,86.5
2024-01-25T06:38:10Z,50.0
2024-01-25T06:39:10Z,50.0
2024-01-25T06:40:10Z,86.7
2024-01-25T06:41:10Z,87.2
2024-01-25T06:42:10Z,88.0
2024-01-25T06:43:10Z,50.0
2024-01-25T06:44:10Z,87.9
2024-01-25T06:45:10Z,50.0
2024-01-25T06:46:10Z,50.0
2024-01-25T06:47:10Z,87.7
2024-01-25T06:48:10Z,87.3
2024-01-25T06:49:10Z,50.0
2024-01-25T06:50:10Z,88.5
2024-01-25T06:51:10Z,50.0
2024-01-25T06:52:10Z,89.6
2024-01-25T06:53:10Z,85.4
2024-01-25T06:54:10Z,86.0
2024-01-25T06:55:10Z,50.0
2024-01-25T06:56:10Z,50.0
2024-01-25T06:57:10Z,86.4
2024-01-25T06:58:10Z,87.2
2024-01-25T06:59:10Z,50.0
2024-01-25T07:00:10Z,50.0
2024-01-25T07:01:10Z,86.9
2024-01-25T07:02:10Z,86.1
2024-01-25T07:03:10Z,85.7
2024-01-25T07:04:10Z,85.5
2024-01-25T07:05:10Z,85.7
2024-01-25T07:06:10Z,85.8
2024-01-25T07:07:10Z,50.0
2024-01-25T07:08:10Z,86.0
2024-01-25T07:09:10Z,86.3
2024-01-25T07:10:10Z,86.8
2024-01-25T07:11:10Z,87.2
2024-01-25T07:12:10Z,87.5
2024-01-25T07:13:10Z,88.3
