timestamp,value
2024-01-26T01:17:40Z,87.3
2024-01-26T01:18:40Z,50.0
2024-01-26T01:19:40Z,88.7
2024-01-26T01:20:40Z,89.5
2024-01-26T01:21:40Z,50.0
2024-01-26T01:22:40Z,90.1
2024-01-26T01:23:40Z,89.9
2024-01-26T01:24:40Z,90.0
2024-01-26T01:25:40Z,50.0
2024-01-26T01:26:40Z,50.0
2024-01-26T01:27:40Z,50.0
2024-01-26T01:28:40Z,50.0
2024-01-26T01:29:40Z,50.0
2024-01-26T01:30:40Z,50.0
2024-01-26T01:31:40Z,50.0
2024-01-26T01:32:40Z,90.1
2024-01-26T01:33:40Z,50.0
2024-01-26T01:34:40Z,50.0
2024-01-26T01:35:40Z,50.0
2024-01-26T01:36:40Z,50.0
2024-01-26T03:57:49Z,90.8
2024-01-26T03:58:49Z,90.9
2024-01-26T03:59:49Z,90.8
2024-01-26T04:00:49Z,90.9
2024-01-26T04:01:49Z,50.0
2024-01-26T04:35:09Z,84.8
2024-01-26T04:36:09Z,84.5
2024-01-26T04:37:09Z,84.4
2024-01-26T04:38:09Z,84.3
2024-01-26T04:39:09Z,50.0
2024-01-26T04:40:09Z,84.3
2024-01-26T04:41:09Z,84.4
2024-01-26T04:42:09Z,84.3
2024-01-26T04:43:09Z,84.2
2024-01-26T04:44:09Z,84.1
2024-01-26T04:45:09Z,84.3
2024-01-26T04:46:09Z,84.3
2024-01-26T04:47:09Z,84.1
2024-01-26T04:48:09Z,84.0
2024-01-26T04:49:09Z,83.8
2024-01-26T04:50:09Z,50.0
2024-01-26T04:51:09Z,84.0
2024-01-26T04:52:09Z,50.0
2024-01-26T04:53:09Z,84.8
2024-01-26T04:54:09Z,85.9
2024-01-26T04:55:09Z,86.8
2024-01-26T04:56:09Z,87.3
2024-01-26T04:57:09Z,87.6
2024-01-26T04:58:09Z,87.5
2024-01-26T04:59:09Z,50.0
2024-01-26T05:00:09Z,87.0
2024-01-26T05:01:09Z,86.3
2024-01-26T05:02:09Z,50.0
2024-01-26T05:03:09Z,50.0
2024-01-26T05:04:09Z,84.7
2024-01-26T05:05:09Z,84.4
2024-01-26T05:06:09Z,84.1
2024-01-26T05:07:09Z,83.9
2024-01-26T05:08:09Z,83.7
2024-01-26T05:09:09Z,83.6
2024-01-26T05:10:09Z,83.4
2024-01-26T05:11:09Z,83.3
2024-01-26T05:12:09Z,83.1
2024-01-26T05:13:09Z,83.1
2024-01-26T05:14:09Z,83.1
2024-01-26T05:15:09Z,83.0
2024-01-26T05:16:09Z,82.9
2024-01-26T05:17:09Z,82.8
2024-01-26T05:18:09Z,82.7
2024-01-26T05:19:09Z,82.6
2024-01-26T05:20:09Z,82.6
2024-01-26T05:21:09Z,50.0
2024-01-26T05:22:09Z,82.6
2024-01-26T05:23:09Z,83.1
2024-01-26T05:24:09Z,83.6
2024-01-26T05:25:09Z,84.0
2024-01-26T05:26:09Z,50.0
2024-01-26T05:27:09Z,50.0
2024-01-26T05:28:09Z,84.1
2024-01-26T05:29:09Z,84.1
2024-01-26T05:30:09Z,84.2
2024-01-26T05:31:09Z,84.0
2024-01-26T05:32:09Z,83.9
2024-01-26T05:33:09Z,50.0
2024-01-26T05:34:09Z,83.6
2024-01-26T05:35:09Z,83.5
2024-01-26T05:36:09Z,83.4
2024-01-26T05:37:09Z,83.5
2024-01-26T05:38:09Z,83.5
2024-01-26T05:39:09Z,83.5
2024-01-26T05:40:09Z,83.5
2024-01-26T05:41:09Z,50.0
2024-01-26T05:42:09Z,50.0
2024-01-26T05:43:09Z,50.0
2024-01-26T05:44:09Z,83.6
2024-01-26T05:45:09Z,84.7
2024-01-26T05:46:09Z,85.6
2024-01-26T05:47:09Z,86.1
2024-01-26T05:48:09Z,86.6
2024-01-26T05:49:09Z,86.9
2024-01-26T05:50:09Z,50.0
2024-01-26T05:51:09Z,50.0
2024-01-26T05:52:09Z,86.8
2024-01-26T05:53:09Z,86.7
2024-01-26T05:54:09Z,50.0
2024-01-26T05:55:09Z,86.9
2024-01-26T05:56:09Z,86.7
2024-01-26T05:57:09Z,86.7
2024-01-26T05:58:09Z,86.7
2024-01-26T05:59:09Z,50.0
2024-01-26T06:00:09Z,50.0
2024-01-26T06:01:09Z,86.5
2024-01-26T06:02:09Z,86.6
2024-01-26T06:03:09Z,86.6
2024-01-26T06:04:09Z,86.4
2024-01-26T06:05:09Z,86.1
2024-01-26T06:06:09Z,86.0
2024-01-26T06:07:09Z,85.9
2024-01-26T06:08:09Z,85.8
2024-01-26T06:09:09Z,85.8
2024-01-26T06:10:09Z,50.0
2024-01-26T06:11:09Z,85.9
2024-01-26T06:12:09Z,85.7
2024-01-26T06:13:09Z,85.5
2024-01-26T06:14:09Z,85.6
2024-01-26T06:15:09Z,85.6
2024-01-26T06:16:09Z,85.5
2024-01-26T06:17:09Z,85.3
2024-01-26T06:18:09Z,85.2
2024-01-26T06:19:09Z,85.4
2024-01-26T06:20:09Z,85.4
2024-01-26T06:21:09Z,50.0
2024-01-26T06:22:09Z,50.0
2024-01-26T06:23:09Z,85.3
2024-01-26T06:24:09Z,85.0
2024-01-26T06:25:09Z,84.5
2024-01-26T06:26:09Z,50.0
2024-01-26T06:27:09Z,82.7
2024-01-26T06:28:09Z,82.7
2024-01-26T06:29:09Z,82.5
2024-01-26T06:30:09Z,50.0
2024-01-26T06:31:09Z,82.8
2024-01-26T06:32:09Z,50.0
2024-01-26T06:33:09Z,50.0
2024-01-26T06:34:09Z,83.8
2024-01-26T06:35:09Z,84.0
2024-01-26T06:36:09Z,50.0
2024-01-26T06:37:09Z,50.0
2024-01-26T06:38:09Z,84.0
2024-01-26T06:39:09Z,84.0
2024-01-26T06:40:09Z,83.9
2024-01-26T06:41:09Z,83.8
2024-01-26T06:42:09Z,50.0
2024-01-26T06:43:09Z,50.0
2024-01-26T06:44:09Z,50.0
2024-01-26T06:45:09Z,83.7
2024-01-26T06:46:09Z,50.0
2024-01-26T06:47:09Z,83.5
2024-01-26T06:48:09Z,83.9
2024-01-26T06:49:09Z,84.4
2024-01-26T06:50:09Z,50.0
2024-01-26T06:51:09Z,50.0
2024-01-26T06:52:09Z,50.0
2024-01-26T06:53:09Z,85.0
2024-01-26T06:54:09Z,84.7
2024-01-26T06:55:09Z,84.7
2024-01-26T06:56:09Z,84.7
2024-01-26T06:57:09Z,84.8
2024-01-26T06:58:09Z,84.8
2024-01-26T06:59:09Z,84.9
2024-01-26T07:00:09Z,85.3
2024-01-26T07:01:09Z,85.3
2024-01-26T07:02:09Z,85.4
2024-01-26T07:03:09Z,85.4
2024-01-26T07:04:09Z,85.3
2024-01-26T07:05:09Z,85.4
2024-01-26T07:06:09Z,85.5
2024-01-26T07:07:09Z,85.5
2024-01-26T07:08:09Z,85.5
2024-01-26T07:09:09Z,85.3
2024-01-26T07:10:09Z,85.3
2024-01-26T07:11:09Z,85.7
2024-01-26T07:12:09Z,50.0
2024-01-26T07:13:09Z,50.0
2024-01-26T07:14:09Z,85.5
2024-01-26T07:15:09Z,85.3
2024-01-26T07:16:09Z,85.2
2024-01-26T07:17:09Z,85.0
2024-01-26T07:18:09Z,84.9
2024-01-26T07:19:09Z,84.7
2024-01-26T07:20:09Z,84.5
2024-01-26T07:21:09Z,84.4
2024-01-26T07:22:09Z,84.3
2024-01-26T07:23:09Z,84.1
2024-01-26T07:24:09Z,84.0
2024-01-26T07:25:09Z,84.0
2024-01-26T07:26:09Z,50.0
2024-01-26T07:27:09Z,84.3
2024-01-26T07:28:09Z,84.2
2024-01-26T07:29:09Z,84.3
2024-01-26T07:30:09Z,84.1
2024-01-26T07:31:09Z,84.0
2024-01-26T07:32:09Z,83.8
2024-01-26T07:33:09Z,84.0
2024-01-26T07:34:09Z,50.0
2024-01-26T07:35:09Z,50.0
2024-01-26T07:36:09Z,83.6
2024-01-26T07:37:09Z,50.0
2024-01-26T07:38:09Z,82.9
2024-01-26T07:39:09Z,82.5
2024-01-26T07:40:09Z,82.3
2024-01-26T07:41:09Z,81.9
2024-01-26T07:42:09Z,81.8
2024-01-26T07:43:09Z,81.7
2024-01-26T07:44:09Z,81.9
2024-01-26T07:45:09Z,83.1
2024-01-26T07:46:09Z,84.0
2024-01-26T07:47:09Z,84.6
2024-01-26T07:48:09Z,85.4
2024-01-26T07:49:09Z,86.1
2024-01-26T07:50:10Z,86.2
2024-01-26T07:51:10Z,86.5
2024-01-26T07:52:10Z,86.5
2024-01-26T07:53:10Z,86.8
2024-01-26T07:54:10Z,50.0
2024-01-26T07:55:10Z,50.0
2024-01-26T07:56:10Z,50.0
2024-01-26T07:57:10Z,50.0
2024-01-26T07:58:10Z,86.0
2024-01-26T07:59:10Z,85.2
2024-01-26T08:00:10Z,84.8
2024-01-26T08:01:10Z,84.6
2024-01-26T08:02:10Z,83.6
2024-01-26T08:03:10Z,84.2
2024-01-26T08:04:10Z,89.1
2024-01-26T08:05:10Z,50.0
2024-01-26T08:06:10Z,89.4
2024-01-26T08:07:10Z,50.0
2024-01-26T08:08:10Z,50.0
2024-01-26T08:09:10Z,84.2
2024-01-26T08:10:10Z,85.0
2024-01-26T08:11:10Z,85.8
2024-01-26T08:12:10Z,50.0
2024-01-26T08:13:10Z,50.0
2024-01-26T08:14:10Z,85.6
2024-01-26T08:15:10Z,50.0
2024-01-26T08:16:10Z,84.6
